web-scraper-order,web-scraper-start-url,directory_link,directory_link-href,company,rating
"1593892415-5478","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","O-Overs","http://www.corporatecritic.org/companiesatoz/O.aspx","Oki Electric Industry","14"
"1593892494-6618","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","BMK H-Brita","http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx","Brio AB","14"
"1593892451-5913","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Hero-Hugo","http://www.corporatecritic.org/companiesatoz/Hero.aspx","HISBE Food CIC","???"
"1593892510-6838","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","123","http://www.corporatecritic.org/companiesatoz/123.aspx","[HISTORICAL RECORD] IWP International Plc","14"
"1593892480-6409","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","D-Deloi","http://www.corporatecritic.org/companiesatoz/D.aspx","Davines SPA","???"
"1593892408-5398","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Phile-Prezz","http://www.corporatecritic.org/companiesatoz/Phile.aspx","Pixley Berries (Juice) Ltd","14"
"1593892508-6818","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","A-Agfa-","http://www.corporatecritic.org/companiesatoz/A.aspx","Accor SA","14"
"1593892433-5715","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Lette-Lolli","http://www.corporatecritic.org/companiesatoz/Lette.aspx","Linco Care Ltd","14"
"1593892480-6393","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","D-Deloi","http://www.corporatecritic.org/companiesatoz/D.aspx","Daily Mail & General Trust","13.5"
"1593892386-5110","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","T-The B","http://www.corporatecritic.org/companiesatoz/T.aspx","The BenRiach Distillery Company Ltd","14"
"1593892395-5201","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Scott-Sixty","http://www.corporatecritic.org/companiesatoz/Scott.aspx","Seasalt Limited","10"
"1593892455-5979","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Group-Guy W","http://www.corporatecritic.org/companiesatoz/Group.aspx","Groupe Eurotunnel SA","14"
"1593892480-6397","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","D-Deloi","http://www.corporatecritic.org/companiesatoz/D.aspx","Dana Petroleum Plc","14"
"1593892474-6338","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","E","http://www.corporatecritic.org/companiesatoz/E.aspx","EW King & Co Ltd","14"
"1593892485-6445","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Clove-Cp7 P","http://www.corporatecritic.org/companiesatoz/Clove.aspx","COFRA Holding AG","3.5"
"1593892379-4975","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","TPG-Tyrre","http://www.corporatecritic.org/companiesatoz/TPG.aspx","Transcend Information Inc","14"
"1593892364-4812","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Y","http://www.corporatecritic.org/companiesatoz/Y.aspx","Yell Group plc","14"
"1593892426-5639","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Maya-Minis","http://www.corporatecritic.org/companiesatoz/Maya.aspx","Milk Link","14"
"1593892451-5938","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Hero-Hugo","http://www.corporatecritic.org/companiesatoz/Hero.aspx","Hugo Boss AG","7"
"1593892402-5328","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","R-Risk","http://www.corporatecritic.org/companiesatoz/R.aspx","Redrow Plc","14"
"1593892390-5144","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Specs-Super","http://www.corporatecritic.org/companiesatoz/Specs.aspx","Stichting Aandelen Remeha","12"
"1593892499-6671","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","B-Bella","http://www.corporatecritic.org/companiesatoz/B.aspx","Bamboo Clothing Ltd","10"
"1593892501-6707","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Asda -Azzur","http://www.corporatecritic.org/companiesatoz/Asda%20.aspx","Atlantic Brewery","???"
"1593892471-6187","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","É","http://www.corporatecritic.org/companiesatoz/%C3%89.aspx","East End Foods","(9.5)"
"1593892393-5191","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Skadd-Speci","http://www.corporatecritic.org/companiesatoz/Skadd.aspx","Soya Group","14"
"1593892453-5960","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","H-Herba","http://www.corporatecritic.org/companiesatoz/H.aspx","Hasselblad Group","???"
"1593892415-5487","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","O-Overs","http://www.corporatecritic.org/companiesatoz/O.aspx","OneFamily (Family Assurance Friendly Society Ltd)","6.5"
"1593892464-6116","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Flowf-Funda","http://www.corporatecritic.org/companiesatoz/Flowf.aspx","French Transit Ltd","14"
"1593892399-5274","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","RISO -Ryana","http://www.corporatecritic.org/companiesatoz/RISO%20.aspx","Riverford Employee Ownership Trust","???"
"1593892384-5048","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","The C-The T","http://www.corporatecritic.org/companiesatoz/The%20C.aspx","The English Whisky Company","14"
"1593892494-6608","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","BMK H-Brita","http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx","Braunstone Properties","14"
"1593892467-6146","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","F-Flaya","http://www.corporatecritic.org/companiesatoz/F.aspx","Fast Retailing Co. Ltd","(8.5)"
"1593892487-6503","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Caurn-Cloth","http://www.corporatecritic.org/companiesatoz/Caurn.aspx","Cinven Group","13"
"1593892471-6228","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","É","http://www.corporatecritic.org/companiesatoz/%C3%89.aspx","ENI SpA","4"
"1593892402-5306","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","R-Risk","http://www.corporatecritic.org/companiesatoz/R.aspx","R Griggs Ltd","6.5"
"1593892453-5950","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","H-Herba","http://www.corporatecritic.org/companiesatoz/H.aspx","Hansing","14"
"1593892487-6496","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Caurn-Cloth","http://www.corporatecritic.org/companiesatoz/Caurn.aspx","Chocolaterie Duc d'O","14"
"1593892451-5908","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Hero-Hugo","http://www.corporatecritic.org/companiesatoz/Hero.aspx","Hillier Nurseries Ltd","7"
"1593892440-5778","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","K-Kosni","http://www.corporatecritic.org/companiesatoz/K.aspx","Kansai Electric Power Company, Inc","13.5"
"1593892467-6141","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","F-Flaya","http://www.corporatecritic.org/companiesatoz/F.aspx","Famous Brands Limited","6.5"
"1593892417-5508","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Ninte-NYK L","http://www.corporatecritic.org/companiesatoz/Ninte.aspx","Nissan Motor Co Ltd","5"
"1593892384-5057","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","The C-The T","http://www.corporatecritic.org/companiesatoz/The%20C.aspx","The Jones Group","14"
"1593892483-6425","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Cream-Cybex","http://www.corporatecritic.org/companiesatoz/Cream.aspx","Credit Suisse Group","11.5"
"1593892499-6694","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","B-Bella","http://www.corporatecritic.org/companiesatoz/B.aspx","Bebecar Group","14"
"1593892453-5968","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","H-Herba","http://www.corporatecritic.org/companiesatoz/H.aspx","Heather Ale Ltd","14"
"1593892379-4976","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","TPG-Tyrre","http://www.corporatecritic.org/companiesatoz/TPG.aspx","TransformELT","???"
"1593892492-6559","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Briti-BuzzF","http://www.corporatecritic.org/companiesatoz/Briti.aspx","Brompton Bicycles Ltd","8"
"1593892506-6764","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Agnat-Amstr","http://www.corporatecritic.org/companiesatoz/Agnat.aspx","Alara Wholefoods Ltd","14"
"1593892494-6614","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","BMK H-Brita","http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx","Bridgestone Corporation","14"
"1593892375-4938","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","V-Viva!","http://www.corporatecritic.org/companiesatoz/V.aspx","Viridian Group Plc","14"
"1593892499-6687","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","B-Bella","http://www.corporatecritic.org/companiesatoz/B.aspx","BASF SE","12.5"
"1593892415-5472","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","O-Overs","http://www.corporatecritic.org/companiesatoz/O.aspx","Oasis Cardiff","???"
"1593892428-5656","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","M-Maxin","http://www.corporatecritic.org/companiesatoz/M.aspx","Manchester City Football Club","(14)"
"1593892490-6518","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","C-Caudw","http://www.corporatecritic.org/companiesatoz/C.aspx","Cafe Libertad Kollektiv eG","15"
"1593892424-5592","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Mio T-Munic","http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx","Moss Bros Group Plc","13.5"
"1593892435-5742","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","L-Leona","http://www.corporatecritic.org/companiesatoz/L.aspx","La Fiammante","14"
"1593892510-6848","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","123","http://www.corporatecritic.org/companiesatoz/123.aspx","3i Group plc","13.5"
"1593892474-6340","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","E","http://www.corporatecritic.org/companiesatoz/E.aspx","Ex Mill Envelope and Paper Co","14"
"1593892487-6476","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Caurn-Cloth","http://www.corporatecritic.org/companiesatoz/Caurn.aspx","Caurnie Soap Co","14"
"1593892471-6232","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","É","http://www.corporatecritic.org/companiesatoz/%C3%89.aspx","Eoltec","14"
"1593892426-5637","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Maya-Minis","http://www.corporatecritic.org/companiesatoz/Maya.aspx","Miele Beteiligungs-GmbH","(???)"
"1593892453-5955","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","H-Herba","http://www.corporatecritic.org/companiesatoz/H.aspx","Hargreaves Family","7"
"1593892430-5692","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Londo-Lyrec","http://www.corporatecritic.org/companiesatoz/Londo.aspx","Lunapads International","15"
"1593892395-5233","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Scott-Sixty","http://www.corporatecritic.org/companiesatoz/Scott.aspx","Sime S.p.A","12"
"1593892375-4926","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","V-Viva!","http://www.corporatecritic.org/companiesatoz/V.aspx","Vestar Capital Partners","14"
"1593892399-5291","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","RISO -Ryana","http://www.corporatecritic.org/companiesatoz/RISO%20.aspx","Royal & Sun Alliance Insurance Group Plc","14"
"1593892478-6366","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Delta-DS Sm","http://www.corporatecritic.org/companiesatoz/Delta.aspx","Dominion Resources Inc","13"
"1593892402-5333","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","R-Risk","http://www.corporatecritic.org/companiesatoz/R.aspx","RELX plc","13"
"1593892487-6508","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Caurn-Cloth","http://www.corporatecritic.org/companiesatoz/Caurn.aspx","Clean Slate","14"
"1593892411-5422","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","P-Phil","http://www.corporatecritic.org/companiesatoz/P.aspx","Pacari Chocolate, LLC","15"
"1593892390-5132","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Specs-Super","http://www.corporatecritic.org/companiesatoz/Specs.aspx","Standard Chartered plc","(7)"
"1593892379-4990","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","TPG-Tyrre","http://www.corporatecritic.org/companiesatoz/TPG.aspx","TTK Prestige Ltd","???"
"1593892364-4810","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Y","http://www.corporatecritic.org/companiesatoz/Y.aspx","Yaoh Ltd","11.5"
"1593892440-5791","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","K-Kosni","http://www.corporatecritic.org/companiesatoz/K.aspx","Kentz Corporation Ltd","14"
"1593892485-6465","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Clove-Cp7 P","http://www.corporatecritic.org/companiesatoz/Clove.aspx","Corriente Resources Inc","14"
"1593892402-5343","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","R-Risk","http://www.corporatecritic.org/companiesatoz/R.aspx","Ricoh Co. Ltd.","7"
"1593892368-4854","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Whitt-Wynns","http://www.corporatecritic.org/companiesatoz/Whitt.aspx","Wyndham Worldwide Corporation","13"
"1593892503-6721","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","AMT C-Asahi","http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx","Anglia Home Living Unlimited","???"
"1593892419-5561","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","N-Nikon","http://www.corporatecritic.org/companiesatoz/N.aspx","Nijjar Group Holdings","???"
"1593892467-6170","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","F-Flaya","http://www.corporatecritic.org/companiesatoz/F.aspx","Fitzroy Apparel Limited","???"
"1593892480-6419","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","D-Deloi","http://www.corporatecritic.org/companiesatoz/D.aspx","Deeside Water Co (The) Ltd","14"
"1593892402-5329","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","R-Risk","http://www.corporatecritic.org/companiesatoz/R.aspx","Reed Smith LLP","12.5"
"1593892433-5736","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Lette-Lolli","http://www.corporatecritic.org/companiesatoz/Lette.aspx","Logitech International SA","(14)"
"1593892447-5883","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","I-Islan","http://www.corporatecritic.org/companiesatoz/I.aspx","International Audio Group Ltd","14"
"1593892480-6403","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","D-Deloi","http://www.corporatecritic.org/companiesatoz/D.aspx","Darty plc","14"
"1593892370-4891","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","W-Whitb","http://www.corporatecritic.org/companiesatoz/W.aspx","WHEB LLP","15"
"1593892451-5924","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Hero-Hugo","http://www.corporatecritic.org/companiesatoz/Hero.aspx","Hong Leong Group Malaysia","14"
"1593892384-5073","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","The C-The T","http://www.corporatecritic.org/companiesatoz/The%20C.aspx","The Rockefeller Foundation","13"
"1593892508-6809","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","A-Agfa-","http://www.corporatecritic.org/companiesatoz/A.aspx","Abena Holding A/S","7.5"
"1593892440-5795","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","K-Kosni","http://www.corporatecritic.org/companiesatoz/K.aspx","Kimberly-Clark Corp","6.5"
"1593892469-6177","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Europ-Exxon","http://www.corporatecritic.org/companiesatoz/Europ.aspx","EWE AG","14"
"1593892480-6404","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","D-Deloi","http://www.corporatecritic.org/companiesatoz/D.aspx","Datang Technology & Industry Group","13"
"1593892424-5590","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Mio T-Munic","http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx","Morning Foods Ltd","11"
"1593892399-5304","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","RISO -Ryana","http://www.corporatecritic.org/companiesatoz/RISO%20.aspx","RWE Aktiengesellschaft","9.5"
"1593892395-5199","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Scott-Sixty","http://www.corporatecritic.org/companiesatoz/Scott.aspx","Seagate Technology PLC","14"
"1593892402-5319","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","R-Risk","http://www.corporatecritic.org/companiesatoz/R.aspx","Ravenheat Holdings","10"
"1593892487-6501","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Caurn-Cloth","http://www.corporatecritic.org/companiesatoz/Caurn.aspx","Churchtown Farm","14"
"1593892390-5131","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Specs-Super","http://www.corporatecritic.org/companiesatoz/Specs.aspx","Stagecoach Group plc","9"
"1593892362-4803","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Z","http://www.corporatecritic.org/companiesatoz/Z.aspx","Zorlu Holding A.S.","8"
"1593892501-6705","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Asda -Azzur","http://www.corporatecritic.org/companiesatoz/Asda%20.aspx","AT Holdings","14"
"1593892480-6400","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","D-Deloi","http://www.corporatecritic.org/companiesatoz/D.aspx","Danske Bank A/S","(4)"
"1593892390-5153","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Specs-Super","http://www.corporatecritic.org/companiesatoz/Specs.aspx","Sunshine Snacks","14"
"1593892497-6645","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Bellw-BMI","http://www.corporatecritic.org/companiesatoz/Bellw.aspx","Binomial Group Ltd","14"
"1593892506-6771","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Agnat-Amstr","http://www.corporatecritic.org/companiesatoz/Agnat.aspx","Alfred Ritter GmbH & Co. KG","9.5"
"1593892375-4904","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","V-Viva!","http://www.corporatecritic.org/companiesatoz/V.aspx","Valensina GmbH","???"
"1593892364-4816","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Y","http://www.corporatecritic.org/companiesatoz/Y.aspx","Yokozuna Ltd","13"
