web-scraper-order,web-scraper-start-url,category_link,category_link-href,company,rating
"1593950084-1747","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Macpac","null"
"1593950287-3859","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Lucy & Yak","Rated : Good"
"1593950256-3529","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Champion","Rated : It's a start"
"1593950195-2920","https://directory.goodonyou.eco/","Suits80","https://directory.goodonyou.eco/categories/suits","Dressarte Paris","Rated : Good"
"1593950226-3118","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Greenfibres","Rated : Good"
"1593950023-1151","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Zella","Rated : Not Good Enough"
"1593950023-973","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Marks & Spencer","Rated : Good"
"1593950182-2733","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Humphrey Law","Rated : It's a start"
"1593950182-2829","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Tropic Feel","Rated : It's a start"
"1593950084-1659","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Onitsuka Tiger","Rated : It's a start"
"1593950102-1922","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","CHNGE","Rated : Great"
"1593950023-971","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Ayten Gasson","Rated : Good"
"1593950195-2971","https://directory.goodonyou.eco/","Suits80","https://directory.goodonyou.eco/categories/suits","Aztech Mountain","Rated : Not good enough"
"1593950023-1105","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","IVY & OAK","Rated : It's a start"
"1593950318-4319","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","White Stuff","Rated : Not good enough"
"1593950182-2700","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Asos","Rated : It's a start"
"1593950182-2779","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Huaywasi","Rated : It's a start"
"1593950380-4895","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Lilian von Trapp","Rated : Good"
"1593950113-2102","https://directory.goodonyou.eco/","Maternity44","https://directory.goodonyou.eco/categories/maternity","Beyond Bare by Barely There","Rated : It's a start"
"1593950318-4428","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Jump","Rated : Not Good Enough"
"1593950398-5211","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Beyond Bare by Barely There","Rated : It's a start"
"1593950226-3110","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Beaumont Organic","Rated : Good"
"1593950287-3779","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Delikate Rayne","Rated : Good"
"1593950287-3886","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Bershka","Rated : It's a start"
"1593950349-4806","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Alpha60","Rated : It's a start"
"1593950380-5050","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Spell","Rated : Good"
"1593950182-2760","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Rockay","Rated : It's a start"
"1593950226-3343","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Glassons","Rated : Not good enough"
"1593950023-994","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","G-Star RAW","Rated : Good"
"1593950256-3371","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","bleed","Rated : Great"
"1593950136-2332","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Undiz","Rated : Not good enough"
"1593950102-1973","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Anna Field","Rated : It's a start"
"1593950182-2565","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Conscious Step","Rated : Great"
"1593950349-4561","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Springkode","Rated : Good"
"1593950380-4953","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Sustain","Rated : Good"
"1593950152-2469","https://directory.goodonyou.eco/","Sleepwear110","https://directory.goodonyou.eco/categories/sleepwear","Sun & Shadow","Rated : It's a start"
"1593950102-2027","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","True Religion","Rated : Not Good Enough"
"1593950054-1240","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","FTLA Apparel","Rated : Good"
"1593950023-858","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Winter Water Factory","Rated : Great"
"1593950380-5157","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","SDress","Rated : It's a start"
"1593950102-1947","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Marks & Spencer","Rated : Good"
"1593950318-4256","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Claudia Sträter","Rated : Not good enough"
"1593950256-3514","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","R.E.V by Rêve En Vert","Rated : Good"
"1593950023-863","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Girlfriend Collective","Rated : Great"
"1593950318-4245","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Gestuz","Rated : Not good enough"
"1593950318-4188","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Tradlands","Rated : It's a start"
"1593950226-3026","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Passion Lilie","Rated : Great"
"1593950256-3497","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Ash & Rose","Rated : Good"
"1593950349-4580","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Miik","Rated : Good"
"1593950182-2823","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Sejour","Rated : Not Good Enough"
"1593950054-1518","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Ben Sherman","Rated : Not good enough"
"1593950380-4981","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Bianca Spender","Rated : Good"
"1593950136-2173","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Marks & Spencer","Rated : Good"
"1593950136-2233","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Tomboyx","Rated : It's a start"
"1593950182-2837","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Sheer Relief","Rated : Not Good Enough"
"1593950023-987","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Laura Lombardi","Rated : Good"
"1593950226-3256","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Anna Field","Rated : It's a start"
"1593950136-2320","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Women'Secret","Rated : Not good enough"
"1593950226-3127","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Marks & Spencer","Rated : Good"
"1593950023-899","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Revision Society","Rated : Good"
"1593950256-3372","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Etiko","Rated : Great"
"1593950287-3977","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Marcia","Rated : It's a start"
"1593950084-1633","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Brother Vellies","Rated : It's a start"
"1593950136-2235","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Zella","Rated : Not Good Enough"
"1593950182-2839","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Vanity Fair","Rated : It's a start"
"1593950318-4402","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","bebe","null"
"1593950054-1335","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Martina Spetlova","Rated : It's a start"
"1593950023-1169","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Bik Bok","Rated : It's a start"
"1593950054-1382","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Hestia","Rated : Not Good Enough"
"1593950287-4007","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","lemlem","Rated : It's a start"
"1593950226-3145","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Laura Siegel Collection","Rated : Good"
"1593950349-4781","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Lowie","Rated : It's a start"
"1593950349-4612","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Greenfibres","Rated : Good"
"1593950287-4037","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Bibico","Rated : Not good enough"
"1593950152-2521","https://directory.goodonyou.eco/","Sleepwear110","https://directory.goodonyou.eco/categories/sleepwear","River Island","Rated : Not Good Enough"
"1593950023-1053","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","ELIURPI","Rated : It's a start"
"1593950054-1428","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","APPLETREES","Rated : Not good enough"
"1593950398-5286","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","La Senza","Rated : Not Good Enough"
"1593950256-3518","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","COS","Rated : It's a start"
"1593950054-1438","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Dressbarn","Rated : Not Good Enough"
"1593950349-4659","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Weekday","Rated : It's a start"
"1593950102-2050","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Coast","Rated : Not good enough"
"1593950136-2150","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Patagonia","Rated : Good"
"1593950084-1716","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Cotton On","Rated : It's a start"
